Group	Bin
WIS	62
WIS	62
WIS	62
WIS	62
WIS	56
WIS	62
WIS	105
WIS	62
WIS	34
WIS	62
WIS	101
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	1
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	91
WIS	62
WIS	62
WIS	62
WIS	67
WIS	62
WIS	62
WIS	62
WIS	62
WIS	108
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	10
WIS	109
WIS	62
WIS	62
WIS	62
WIS	107
WIS	25
WIS	7
WIS	34
WIS	103
WIS	31
WIS	64
WIS	117
WIS	99
WIS	56
WIS	111
WIS	2
WIS	62
WIS	62
WIS	62
WIS	60
WIS	9
WIS	62
WIS	4
WIS	115
WIS	62
WIS	78
WIS	62
WIS	62
WIS	109
WIS	94
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	9
WIS	63
WIS	62
WIS	121
WIS	0
WIS	28
WIS	17
WIS	60
WIS	62
WIS	93
WIS	62
WIS	62
WIS	62
WIS	99
WIS	18
WIS	62
WIS	51
WIS	3
WIS	0
WIS	79
WIS	75
WIS	62
WIS	10
WIS	31
WIS	16
WIS	2
WIS	62
WIS	27
WIS	123
WIS	105
WIS	62
WIS	61
WIS	97
WIS	62
WIS	62
WIS	62
WIS	21
WIS	62
WIS	62
WIS	83
WIS	62
WIS	10
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	63
WIS	87
WIS	10
WIS	68
WIS	20
WIS	61
WIS	62
WIS	62
WIS	62
WIS	50
WIS	62
WIS	62
WIS	62
WIS	102
WIS	62
WIS	98
WIS	62
WIS	62
WIS	40
WIS	0
WIS	85
WIS	44
WIS	105
WIS	68
WIS	98
WIS	58
WIS	90
WIS	10
WIS	115
WIS	62
WIS	8
WIS	62
WIS	62
WIS	64
WIS	106
WIS	46
WIS	25
WIS	107
WIS	19
WIS	62
WIS	62
WIS	62
WIS	62
WIS	119
WIS	37
WIS	62
WIS	15
WIS	72
WIS	110
WIS	12
WIS	33
WIS	62
WIS	0
WIS	117
WIS	44
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	85
WIS	83
WIS	31
WIS	62
WIS	11
WIS	62
WIS	62
WIS	108
WIS	17
WIS	46
WIS	62
WIS	99
WIS	10
WIS	2
WIS	61
WIS	67
WIS	8
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	119
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	34
WIS	62
WIS	87
WIS	62
WIS	62
WIS	58
WIS	62
WIS	62
WIS	103
WIS	121
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	0
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	118
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	30
WIS	87
WIS	65
WIS	41
WIS	61
WIS	62
WIS	61
WIS	56
WIS	16
WIS	74
WIS	62
WIS	61
WIS	62
WIS	62
WIS	99
WIS	78
WIS	85
WIS	47
WIS	49
WIS	62
WIS	62
WIS	113
WIS	62
WIS	62
WIS	87
WIS	0
WIS	47
WIS	5
WIS	80
WIS	62
WIS	40
WIS	62
WIS	5
WIS	43
WIS	62
WIS	62
WIS	62
WIS	62
WIS	112
WIS	62
WIS	68
WIS	122
WIS	67
WIS	100
WIS	3
WIS	52
WIS	62
WIS	62
WIS	62
WIS	104
WIS	62
WIS	62
WIS	62
WIS	12
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	6
WIS	62
WIS	78
WIS	62
WIS	68
WIS	5
WIS	59
WIS	62
WIS	69
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	36
WIS	62
WIS	62
WIS	62
WIS	62
WIS	10
WIS	62
WIS	60
WIS	62
WIS	102
WIS	124
WIS	63
WIS	47
WIS	62
WIS	62
WIS	62
WIS	41
WIS	62
WIS	62
WIS	62
WIS	80
WIS	110
WIS	107
WIS	62
WIS	66
WIS	60
WIS	47
WIS	62
WIS	62
WIS	67
WIS	60
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	10
WIS	62
WIS	62
WIS	122
WIS	62
WIS	62
WIS	53
WIS	124
WIS	62
WIS	62
WIS	112
WIS	62
WIS	40
WIS	62
WIS	31
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	24
WIS	62
WIS	62
WIS	88
WIS	34
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	15
WIS	113
WIS	119
WIS	38
WIS	39
WIS	71
WIS	15
WIS	48
WIS	19
WIS	62
WIS	83
WIS	35
WIS	62
WIS	0
WIS	113
WIS	62
WIS	62
WIS	99
WIS	62
WIS	10
WIS	13
WIS	113
WIS	62
WIS	62
WIS	123
WIS	75
WIS	0
WIS	34
WIS	46
WIS	65
WIS	94
WIS	59
WIS	122
WIS	62
WIS	123
WIS	62
WIS	6
WIS	62
WIS	0
WIS	62
WIS	107
WIS	104
WIS	83
WIS	62
WIS	62
WIS	62
WIS	23
WIS	104
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	98
WIS	62
WIS	62
WIS	62
WIS	62
WIS	101
WIS	62
WIS	118
WIS	62
WIS	62
WIS	62
WIS	124
WIS	121
WIS	62
WIS	124
WIS	62
WIS	0
WIS	62
WIS	81
WIS	62
WIS	4
WIS	62
WIS	62
WIS	62
WIS	20
WIS	62
WIS	62
WIS	62
WIS	62
WIS	76
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	15
WIS	111
WIS	62
WIS	62
WIS	62
WIS	62
WIS	30
WIS	61
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	5
WIS	73
WIS	62
WIS	62
WIS	62
WIS	15
WIS	62
WIS	99
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	40
WIS	62
WIS	65
WIS	61
WIS	37
WIS	62
WIS	7
WIS	91
WIS	67
WIS	67
WIS	5
WIS	110
WIS	28
WIS	62
WIS	62
WIS	13
WIS	25
WIS	119
WIS	96
WIS	62
WIS	115
WIS	0
WIS	56
WIS	29
WIS	106
WIS	41
WIS	90
WIS	1
WIS	50
WIS	108
WIS	76
WIS	94
WIS	62
WIS	62
WIS	62
WIS	65
WIS	112
WIS	0
WIS	15
WIS	118
WIS	0
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	51
WIS	100
WIS	57
WIS	105
WIS	9
WIS	62
WIS	105
WIS	74
WIS	5
WIS	62
WIS	19
WIS	6
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	111
WIS	107
WIS	59
WIS	62
WIS	62
WIS	121
WIS	89
WIS	62
WIS	120
WIS	0
WIS	62
WIS	55
WIS	82
WIS	62
WIS	5
WIS	62
WIS	62
WIS	6
WIS	63
WIS	60
WIS	60
WIS	62
WIS	62
WIS	64
WIS	27
WIS	25
WIS	61
WIS	62
WIS	74
WIS	26
WIS	60
WIS	18
WIS	76
WIS	123
WIS	22
WIS	0
WIS	62
WIS	0
WIS	59
WIS	123
WIS	2
WIS	27
WIS	62
WIS	62
WIS	55
WIS	62
WIS	62
WIS	62
WIS	29
WIS	77
WIS	120
WIS	16
WIS	62
WIS	62
WIS	27
WIS	102
WIS	76
WIS	80
WIS	100
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	22
WIS	62
WIS	62
WIS	62
WIS	62
WIS	102
WIS	62
WIS	62
WIS	123
WIS	101
WIS	62
WIS	62
WIS	120
WIS	62
WIS	62
WIS	64
WIS	5
WIS	121
WIS	62
WIS	62
WIS	62
WIS	62
WIS	5
WIS	69
WIS	31
WIS	18
WIS	21
WIS	8
WIS	39
WIS	62
WIS	47
WIS	48
WIS	66
WIS	33
WIS	0
WIS	62
WIS	64
WIS	26
WIS	62
WIS	62
WIS	18
WIS	62
WIS	62
WIS	6
WIS	62
WIS	1
WIS	81
WIS	62
WIS	62
WIS	73
WIS	62
WIS	99
WIS	117
WIS	62
WIS	106
WIS	115
WIS	74
WIS	10
WIS	30
WIS	62
WIS	62
WIS	25
WIS	62
WIS	62
WIS	62
WIS	62
WIS	13
WIS	62
WIS	62
WIS	62
WIS	62
WIS	83
WIS	62
WIS	32
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	112
WIS	62
WIS	110
WIS	123
WIS	0
WIS	24
WIS	36
WIS	116
WIS	62
WIS	101
WIS	31
WIS	27
WIS	26
WIS	2
WIS	62
WIS	116
WIS	113
WIS	109
WIS	62
WIS	62
WIS	62
WIS	19
WIS	62
WIS	62
WIS	62
WIS	62
WIS	42
WIS	63
WIS	62
WIS	82
WIS	62
WIS	62
WIS	62
WIS	62
WIS	77
WIS	123
WIS	62
WIS	30
WIS	62
WIS	62
WIS	62
WIS	115
WIS	62
WIS	62
WIS	54
WIS	113
WIS	62
WIS	62
WIS	62
WIS	1
WIS	36
WIS	84
WIS	61
WIS	0
WIS	101
WIS	59
WIS	43
WIS	118
WIS	62
WIS	62
WIS	62
WIS	62
WIS	51
WIS	62
WIS	79
WIS	95
WIS	62
WIS	62
WIS	34
WIS	62
WIS	57
WIS	62
WIS	62
WIS	63
WIS	62
WIS	82
WIS	124
WIS	15
WIS	63
WIS	103
WIS	62
WIS	62
WIS	7
WIS	20
WIS	62
WIS	62
WIS	99
WIS	62
WIS	100
WIS	62
WIS	123
WIS	62
WIS	62
WIS	27
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	65
WIS	61
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	0
WIS	18
WIS	107
WIS	20
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	21
WIS	60
WIS	62
WIS	62
WIS	62
WIS	62
WIS	8
WIS	62
WIS	62
WIS	65
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	20
WIS	62
WIS	62
WIS	35
WIS	90
WIS	15
WIS	62
WIS	104
WIS	92
WIS	14
WIS	110
WIS	62
WIS	62
WIS	122
WIS	62
WIS	62
WIS	16
WIS	106
WIS	62
WIS	62
WIS	18
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	109
WIS	63
WIS	61
WIS	62
WIS	62
WIS	80
WIS	58
WIS	19
WIS	62
WIS	3
WIS	122
WIS	84
WIS	56
WIS	91
WIS	12
WIS	62
WIS	28
WIS	62
WIS	21
WIS	61
WIS	62
WIS	62
WIS	62
WIS	62
WIS	15
WIS	62
WIS	62
WIS	91
WIS	50
WIS	106
WIS	62
WIS	62
WIS	66
WIS	62
WIS	0
WIS	67
WIS	58
WIS	62
WIS	62
WIS	0
WIS	74
WIS	87
WIS	62
WIS	124
WIS	14
WIS	90
WIS	4
WIS	62
WIS	62
WIS	48
WIS	62
WIS	75
WIS	120
WIS	15
WIS	62
WIS	4
WIS	62
WIS	79
WIS	60
WIS	55
WIS	62
WIS	62
WIS	101
WIS	71
WIS	62
WIS	80
WIS	91
WIS	75
WIS	62
WIS	62
WIS	70
WIS	62
WIS	62
WIS	62
WIS	13
WIS	62
WIS	62
WIS	63
WIS	39
WIS	98
WIS	56
WIS	62
WIS	62
WIS	95
WIS	62
WIS	62
WIS	62
WIS	77
WIS	62
WIS	113
WIS	7
WIS	19
WIS	33
WIS	62
WIS	62
WIS	122
WIS	62
WIS	26
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	67
WIS	62
WIS	62
WIS	62
WIS	2
WIS	62
WIS	114
WIS	101
WIS	62
WIS	62
WIS	3
WIS	62
WIS	62
WIS	6
WIS	62
WIS	62
WIS	62
WIS	8
WIS	60
WIS	62
WIS	62
WIS	28
WIS	62
WIS	26
WIS	121
WIS	62
WIS	62
WIS	75
WIS	17
WIS	108
WIS	62
WIS	124
WIS	33
WIS	62
WIS	62
WIS	62
WIS	62
WIS	110
WIS	59
WIS	27
WIS	23
WIS	57
WIS	62
WIS	123
WIS	62
WIS	1
WIS	62
WIS	0
WIS	62
WIS	62
WIS	48
WIS	3
WIS	27
WIS	62
WIS	115
WIS	0
WIS	62
WIS	1
WIS	3
WIS	31
WIS	22
WIS	50
WIS	62
WIS	62
WIS	13
WIS	96
WIS	5
WIS	62
WIS	124
WIS	4
WIS	104
WIS	62
WIS	62
WIS	117
WIS	0
WIS	28
WIS	62
WIS	0
WIS	62
WIS	33
WIS	45
WIS	98
WIS	58
WIS	109
WIS	121
WIS	85
WIS	47
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	73
WIS	119
WIS	4
WIS	62
WIS	123
WIS	15
WIS	123
WIS	62
WIS	20
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	56
WIS	62
WIS	62
WIS	110
WIS	62
WIS	122
WIS	62
WIS	103
WIS	68
WIS	62
WIS	62
WIS	62
WIS	62
WIS	86
WIS	0
WIS	57
WIS	116
WIS	62
WIS	62
WIS	45
WIS	52
WIS	49
WIS	12
WIS	62
WIS	9
WIS	42
WIS	0
WIS	0
WIS	9
WIS	0
WIS	28
WIS	62
WIS	100
WIS	10
WIS	62
WIS	62
WIS	62
WIS	93
WIS	32
WIS	32
WIS	62
WIS	56
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	119
WIS	62
WIS	18
WIS	62
WIS	62
WIS	62
WIS	62
WIS	0
WIS	62
WIS	14
WIS	100
WIS	93
WIS	62
WIS	62
WIS	1
WIS	105
WIS	62
WIS	6
WIS	62
WIS	62
WIS	35
WIS	45
WIS	62
WIS	124
WIS	37
WIS	62
WIS	36
WIS	124
WIS	18
WIS	105
WIS	3
WIS	61
WIS	62
WIS	104
WIS	122
WIS	62
WIS	53
WIS	79
WIS	66
WIS	21
WIS	31
WIS	35
WIS	58
WIS	17
WIS	106
WIS	62
WIS	101
WIS	62
WIS	62
WIS	62
WIS	62
WIS	12
WIS	62
WIS	62
WIS	20
WIS	6
WIS	62
WIS	62
WIS	68
WIS	105
WIS	71
WIS	62
WIS	62
WIS	14
WIS	106
WIS	62
WIS	12
WIS	62
WIS	103
WIS	114
WIS	100
WIS	62
WIS	62
WIS	67
WIS	112
WIS	62
WIS	62
WIS	62
WIS	62
WIS	21
WIS	62
WIS	62
WIS	122
WIS	27
WIS	72
WIS	89
WIS	62
WIS	62
WIS	55
WIS	114
WIS	44
WIS	28
WIS	20
WIS	102
WIS	120
WIS	62
WIS	113
WIS	2
WIS	29
WIS	39
WIS	64
WIS	62
WIS	62
WIS	62
WIS	62
WIS	98
WIS	13
WIS	84
WIS	94
WIS	88
WIS	62
WIS	117
WIS	62
WIS	5
WIS	62
WIS	14
WIS	62
WIS	62
WIS	82
WIS	103
WIS	46
WIS	64
WIS	123
WIS	62
WIS	43
WIS	62
WIS	0
WIS	20
WIS	62
WIS	0
WIS	62
WIS	62
WIS	99
WIS	62
WIS	54
WIS	100
WIS	100
WIS	19
WIS	0
WIS	58
WIS	62
WIS	62
WIS	62
WIS	8
WIS	62
WIS	90
WIS	10
WIS	62
WIS	22
WIS	62
WIS	122
WIS	75
WIS	62
WIS	62
WIS	62
WIS	91
WIS	71
WIS	9
WIS	62
WIS	62
WIS	0
WIS	62
WIS	117
WIS	18
WIS	62
WIS	62
WIS	62
WIS	0
WIS	101
WIS	65
WIS	114
WIS	25
WIS	82
WIS	8
WIS	62
WIS	62
WIS	62
WIS	27
WIS	62
WIS	116
WIS	62
WIS	0
WIS	92
WIS	62
WIS	45
WIS	62
WIS	62
WIS	62
WIS	21
WIS	62
WIS	104
WIS	103
WIS	62
WIS	62
WIS	96
WIS	62
WIS	75
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	65
WIS	41
WIS	106
WIS	75
WIS	61
WIS	62
WIS	62
WIS	118
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	4
WIS	62
WIS	62
WIS	62
WIS	101
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	63
WIS	117
WIS	124
WIS	94
WIS	62
WIS	62
WIS	41
WIS	15
WIS	113
WIS	62
WIS	34
WIS	101
WIS	7
WIS	62
WIS	122
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	115
WIS	62
WIS	62
WIS	124
WIS	62
WIS	78
WIS	62
WIS	62
WIS	62
WIS	123
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	0
WIS	62
WIS	78
WIS	61
WIS	62
WIS	62
WIS	105
WIS	62
WIS	62
WIS	120
WIS	47
WIS	62
WIS	27
WIS	106
WIS	62
WIS	62
WIS	62
WIS	39
WIS	62
WIS	62
WIS	5
WIS	62
WIS	121
WIS	62
WIS	62
WIS	62
WIS	69
WIS	46
WIS	38
WIS	62
WIS	57
WIS	62
WIS	62
WIS	62
WIS	62
WIS	124
WIS	62
WIS	62
WIS	79
WIS	103
WIS	4
WIS	120
WIS	62
WIS	13
WIS	62
WIS	62
WIS	62
WIS	92
WIS	62
WIS	62
WIS	62
WIS	95
WIS	0
WIS	100
WIS	113
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	104
WIS	62
WIS	62
WIS	23
WIS	62
WIS	0
WIS	0
WIS	104
WIS	23
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	124
WIS	62
WIS	0
WIS	62
WIS	114
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	24
WIS	62
WIS	62
WIS	62
WIS	18
WIS	66
WIS	100
WIS	62
WIS	62
WIS	58
WIS	80
WIS	62
WIS	105
WIS	62
WIS	80
WIS	119
WIS	62
WIS	0
WIS	101
WIS	0
WIS	88
WIS	62
WIS	0
WIS	10
WIS	5
WIS	96
WIS	38
WIS	68
WIS	46
WIS	114
WIS	84
WIS	62
WIS	62
WIS	62
WIS	62
WIS	5
WIS	62
WIS	62
WIS	62
WIS	6
WIS	21
WIS	103
WIS	33
WIS	116
WIS	96
WIS	62
WIS	62
WIS	21
WIS	62
WIS	62
WIS	63
WIS	61
WIS	14
WIS	62
WIS	118
WIS	62
WIS	120
WIS	124
WIS	62
WIS	35
WIS	62
WIS	124
WIS	62
WIS	9
WIS	44
WIS	62
WIS	114
WIS	22
WIS	62
WIS	62
WIS	102
WIS	116
WIS	25
WIS	65
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	14
WIS	62
WIS	62
WIS	62
WIS	93
WIS	62
WIS	62
WIS	62
WIS	62
WIS	90
WIS	62
WIS	62
WIS	39
WIS	62
WIS	62
WIS	62
WIS	94
WIS	122
WIS	118
WIS	62
WIS	90
WIS	62
WIS	119
WIS	75
WIS	62
WIS	62
WIS	33
WIS	79
WIS	62
WIS	62
WIS	62
WIS	46
WIS	18
WIS	62
WIS	108
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	111
WIS	39
WIS	115
WIS	1
WIS	62
WIS	62
WIS	62
WIS	62
WIS	110
WIS	62
WIS	62
WIS	94
WIS	62
WIS	103
WIS	78
WIS	0
WIS	62
WIS	124
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	17
WIS	62
WIS	62
WIS	62
WIS	30
WIS	62
WIS	62
WIS	19
WIS	62
WIS	62
WIS	62
WIS	117
WIS	63
WIS	64
WIS	61
WIS	62
WIS	123
WIS	62
WIS	30
WIS	62
WIS	62
WIS	24
WIS	30
WIS	62
WIS	20
WIS	62
WIS	62
WIS	1
WIS	62
WIS	105
WIS	62
WIS	62
WIS	59
WIS	82
WIS	80
WIS	81
WIS	13
WIS	24
WIS	62
WIS	2
WIS	62
WIS	62
WIS	54
WIS	62
WIS	30
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	1
WIS	62
WIS	37
WIS	109
WIS	43
WIS	62
WIS	124
WIS	0
WIS	62
WIS	62
WIS	62
WIS	87
WIS	62
WIS	10
WIS	47
WIS	62
WIS	81
WIS	62
WIS	0
WIS	62
WIS	10
WIS	29
WIS	112
WIS	62
WIS	62
WIS	105
WIS	95
WIS	0
WIS	124
WIS	62
WIS	62
WIS	83
WIS	62
WIS	62
WIS	22
WIS	62
WIS	62
WIS	19
WIS	62
WIS	62
WIS	62
WIS	10
WIS	23
WIS	62
WIS	52
WIS	122
WIS	62
WIS	62
WIS	62
WIS	117
WIS	62
WIS	62
WIS	89
WIS	62
WIS	62
WIS	121
WIS	62
WIS	3
WIS	112
WIS	62
WIS	62
WIS	124
WIS	62
WIS	62
WIS	0
WIS	62
WIS	2
WIS	7
WIS	34
WIS	63
WIS	62
WIS	77
WIS	62
WIS	62
WIS	115
WIS	1
WIS	62
WIS	62
WIS	16
WIS	62
WIS	62
WIS	64
WIS	16
WIS	113
WIS	42
WIS	114
WIS	62
WIS	62
WIS	70
WIS	61
WIS	62
WIS	70
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	14
WIS	100
WIS	117
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	20
WIS	17
WIS	70
WIS	63
WIS	87
WIS	62
WIS	19
WIS	62
WIS	8
WIS	124
WIS	62
WIS	60
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	122
WIS	62
WIS	0
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	101
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	11
WIS	62
WIS	62
WIS	62
WIS	62
WIS	9
WIS	65
WIS	0
WIS	94
WIS	62
WIS	62
WIS	6
WIS	123
WIS	54
WIS	0
WIS	62
WIS	62
WIS	62
WIS	124
WIS	62
WIS	62
WIS	62
WIS	62
WIS	107
WIS	62
WIS	62
WIS	77
WIS	59
WIS	62
WIS	62
WIS	111
WIS	62
WIS	111
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	114
WIS	64
WIS	62
WIS	62
WIS	62
WIS	64
WIS	61
WIS	62
WIS	62
WIS	1
WIS	62
WIS	95
WIS	62
WIS	42
WIS	107
WIS	25
WIS	47
WIS	86
WIS	62
WIS	21
WIS	62
WIS	62
WIS	62
WIS	62
WIS	17
WIS	64
WIS	14
WIS	0
WIS	1
WIS	62
WIS	22
WIS	84
WIS	0
WIS	56
WIS	62
WIS	62
WIS	63
WIS	62
WIS	62
WIS	95
WIS	62
WIS	31
WIS	62
WIS	62
WIS	62
WIS	60
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	0
WIS	60
WIS	83
WIS	12
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	109
WIS	62
WIS	18
WIS	62
WIS	62
WIS	62
WIS	62
WIS	22
WIS	72
WIS	109
WIS	69
WIS	62
WIS	63
WIS	60
WIS	62
WIS	6
WIS	21
WIS	62
WIS	62
WIS	34
WIS	62
WIS	0
WIS	62
WIS	62
WIS	62
WIS	12
WIS	111
WIS	86
WIS	2
WIS	99
WIS	63
WIS	61
WIS	0
WIS	62
WIS	36
WIS	43
WIS	93
WIS	118
WIS	0
WIS	62
WIS	24
WIS	87
WIS	31
WIS	24
WIS	62
WIS	20
WIS	0
WIS	21
WIS	33
WIS	31
WIS	24
WIS	62
WIS	62
WIS	0
WIS	62
WIS	62
WIS	120
WIS	62
WIS	62
WIS	123
WIS	39
WIS	62
WIS	10
WIS	23
WIS	31
WIS	62
WIS	62
WIS	62
WIS	75
WIS	62
WIS	41
WIS	16
WIS	72
WIS	116
WIS	90
WIS	59
WIS	124
WIS	62
WIS	62
WIS	62
WIS	7
WIS	62
WIS	62
WIS	95
WIS	62
WIS	124
WIS	62
WIS	62
WIS	30
WIS	62
WIS	62
WIS	62
WIS	80
WIS	62
WIS	62
WIS	113
WIS	118
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	107
WIS	62
WIS	81
WIS	124
WIS	62
WIS	114
WIS	62
WIS	62
WIS	11
WIS	99
WIS	28
WIS	6
WIS	25
WIS	107
WIS	62
WIS	62
WIS	62
WIS	62
WIS	11
WIS	62
WIS	62
WIS	62
WIS	109
WIS	62
WIS	62
WIS	62
WIS	9
WIS	33
WIS	122
WIS	62
WIS	3
WIS	61
WIS	62
WIS	3
WIS	10
WIS	61
WIS	44
WIS	38
WIS	60
WIS	1
WIS	62
WIS	25
WIS	58
WIS	91
WIS	63
WIS	60
WIS	117
WIS	41
WIS	56
WIS	68
WIS	44
WIS	101
WIS	62
WIS	62
WIS	39
WIS	62
WIS	35
WIS	1
WIS	117
WIS	62
WIS	62
WIS	62
WIS	4
WIS	9
WIS	62
WIS	111
WIS	92
WIS	85
WIS	62
WIS	122
WIS	0
WIS	71
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	9
WIS	62
WIS	62
WIS	62
WIS	9
WIS	32
WIS	111
WIS	23
WIS	74
WIS	54
WIS	38
WIS	62
WIS	7
WIS	112
WIS	96
WIS	62
WIS	20
WIS	86
WIS	82
WIS	62
WIS	16
WIS	62
WIS	19
WIS	122
WIS	62
WIS	62
WIS	62
WIS	62
WIS	8
WIS	62
WIS	29
WIS	87
WIS	62
WIS	62
WIS	62
WIS	62
WIS	6
WIS	124
WIS	62
WIS	62
WIS	62
WIS	62
WIS	97
WIS	82
WIS	60
WIS	62
WIS	9
WIS	62
WIS	71
WIS	62
WIS	62
WIS	62
WIS	62
WIS	25
WIS	21
WIS	62
WIS	0
WIS	85
WIS	62
WIS	62
WIS	62
WIS	62
WIS	27
WIS	62
WIS	62
WIS	62
WIS	62
WIS	63
WIS	53
WIS	18
WIS	61
WIS	62
WIS	124
WIS	71
WIS	28
WIS	95
WIS	84
WIS	62
WIS	120
WIS	87
WIS	62
WIS	62
WIS	62
WIS	9
WIS	3
WIS	62
WIS	116
WIS	44
WIS	61
WIS	62
WIS	62
WIS	9
WIS	62
WIS	62
WIS	62
WIS	61
WIS	45
WIS	62
WIS	62
WIS	62
WIS	56
WIS	75
WIS	124
WIS	0
WIS	86
WIS	88
WIS	61
WIS	103
WIS	114
WIS	62
WIS	117
WIS	57
WIS	62
WIS	62
WIS	62
WIS	66
WIS	62
WIS	62
WIS	62
WIS	62
WIS	62
WIS	123
WIS	2
WIS	62
WIS	62
WIS	0
WIS	62
WIS	6
WIS	62
WIS	62
WIS	12
WIS	43
WIS	35
WIS	62
WIS	62
WIS	62
WIS	107
WIS	91
WIS	123
WIS	62
WIS	62
WIS	63
WIS	106
WIS	0
WIS	59
WIS	22
WIS	62
WIS	62
WIS	3
WIS	103
WIS	109
WIS	23
WIS	0
WIS	62
WIS	98
WIS	124
WIS	62
WIS	6
WIS	62
WIS	62
WIS	60
WIS	62
WIS	62
WIS	64
WIS	13
WIS	29
WIS	98
WIS	0
WIS	122
WIS	0
WIS	62
WIS	113
WIS	119
WIS	75
WIS	62
WIS	63
WIS	34
WIS	46
WIS	26
WIS	62
WIS	52
WIS	24
WIS	47
WIS	119
WIS	62
WIS	2
WIS	74
WIS	47
WIS	2
WIS	110
WIS	66
WIS	55
WIS	15
WIS	62
WIS	62
WIS	124
WIS	22
