Group	Bin
MM	53
MM	32
MM	38
MM	64
MM	1
MM	27
MM	74
MM	85
MM	64
MM	66
MM	47
MM	47
MM	97
MM	39
MM	0
MM	10
MM	61
MM	17
MM	2
MM	75
MM	88
MM	5
MM	58
MM	90
MM	6
MM	67
MM	72
MM	35
MM	83
MM	26
MM	13
MM	11
MM	7
MM	35
MM	111
MM	82
MM	88
MM	117
MM	73
MM	13
MM	16
MM	38
MM	80
MM	79
MM	64
MM	30
MM	66
MM	108
MM	56
MM	121
MM	105
MM	39
MM	82
MM	112
MM	4
MM	101
MM	11
MM	55
MM	28
MM	100
MM	39
MM	77
MM	57
MM	116
MM	10
MM	78
MM	89
MM	114
MM	18
MM	66
MM	107
MM	59
MM	46
MM	76
MM	92
MM	92
MM	100
MM	0
MM	79
MM	52
MM	99
MM	76
MM	32
MM	74
MM	103
MM	66
MM	47
MM	14
MM	100
MM	106
MM	115
MM	28
MM	50
MM	31
MM	20
MM	48
MM	88
MM	57
MM	98
MM	29
MM	50
MM	54
MM	115
MM	0
MM	112
MM	75
MM	104
MM	112
MM	54
MM	29
MM	109
MM	33
MM	107
MM	65
MM	48
MM	60
MM	74
MM	89
MM	77
MM	12
MM	89
MM	57
MM	24
MM	90
MM	99
MM	110
MM	63
MM	9
MM	73
MM	94
MM	34
MM	11
MM	0
MM	95
MM	69
MM	4
MM	43
MM	93
MM	117
MM	116
MM	21
MM	42
MM	24
MM	78
MM	124
MM	0
MM	117
MM	71
MM	54
MM	118
MM	72
MM	11
MM	72
MM	64
MM	105
MM	35
MM	2
MM	56
MM	85
MM	47
MM	90
MM	2
MM	5
MM	51
MM	122
MM	64
MM	55
MM	0
MM	19
MM	40
MM	33
MM	113
MM	90
MM	41
MM	44
MM	5
MM	25
MM	5
MM	71
MM	24
MM	21
MM	46
MM	50
MM	33
MM	77
MM	98
MM	36
MM	112
MM	115
MM	91
MM	40
MM	93
MM	28
MM	14
MM	117
MM	37
MM	10
MM	94
MM	71
MM	73
MM	73
MM	49
MM	54
MM	2
MM	80
MM	46
MM	111
MM	116
MM	65
MM	116
MM	36
MM	67
MM	76
MM	66
MM	46
MM	77
MM	93
MM	32
MM	111
MM	105
MM	123
MM	63
MM	65
MM	0
MM	67
MM	25
MM	35
MM	46
MM	49
MM	34
MM	93
MM	23
MM	62
MM	46
MM	27
MM	101
MM	21
MM	106
MM	1
MM	52
MM	54
MM	53
MM	110
MM	124
MM	1
MM	0
MM	49
MM	58
MM	66
MM	115
MM	115
MM	69
MM	18
MM	118
MM	72
MM	21
MM	68
MM	17
MM	99
MM	72
MM	101
MM	7
MM	35
MM	19
MM	102
MM	32
MM	4
MM	48
MM	7
MM	42
MM	6
MM	124
MM	91
MM	99
MM	82
MM	31
MM	26
MM	3
MM	8
MM	121
MM	76
MM	94
MM	17
MM	83
MM	118
MM	51
MM	82
MM	73
MM	16
MM	27
MM	99
MM	76
MM	50
MM	95
MM	32
MM	19
MM	50
MM	52
MM	47
MM	3
MM	18
MM	51
MM	52
MM	17
MM	20
MM	98
MM	115
MM	62
MM	97
MM	36
MM	26
MM	19
MM	27
MM	42
MM	33
MM	102
MM	97
MM	60
MM	11
MM	22
MM	101
MM	57
MM	7
MM	80
MM	20
MM	124
MM	18
MM	31
MM	26
MM	78
MM	86
MM	81
MM	5
MM	41
MM	71
MM	115
MM	93
MM	110
MM	2
MM	65
MM	99
MM	14
MM	42
MM	3
MM	87
MM	96
MM	85
MM	95
MM	1
MM	123
MM	79
MM	54
MM	16
MM	73
MM	19
MM	32
MM	77
MM	61
MM	13
MM	124
MM	70
MM	121
MM	36
MM	83
MM	4
MM	124
MM	94
MM	108
MM	69
MM	95
MM	3
MM	44
MM	23
MM	80
MM	45
MM	67
MM	54
MM	14
MM	72
MM	29
MM	55
MM	50
MM	73
MM	7
MM	0
MM	62
MM	116
MM	62
MM	24
MM	20
MM	16
MM	55
MM	67
MM	27
MM	60
MM	68
MM	24
MM	43
MM	68
MM	80
MM	97
MM	104
MM	3
MM	8
MM	76
MM	51
MM	99
MM	115
MM	72
MM	68
MM	14
MM	25
MM	4
MM	82
MM	118
MM	30
MM	87
MM	100
MM	90
MM	91
MM	97
MM	104
MM	29
MM	15
MM	71
MM	90
MM	17
MM	43
MM	65
MM	1
MM	49
MM	15
MM	55
MM	11
MM	88
MM	56
MM	31
MM	62
MM	72
MM	59
MM	94
MM	12
MM	0
MM	78
MM	90
MM	13
MM	113
MM	34
MM	55
MM	28
MM	1
MM	91
MM	54
MM	45
MM	20
MM	51
MM	29
MM	30
MM	17
MM	17
MM	22
MM	103
MM	109
MM	82
MM	0
MM	6
MM	10
MM	65
MM	67
MM	60
MM	67
MM	76
MM	60
MM	57
MM	3
MM	48
MM	81
MM	113
MM	122
MM	48
MM	72
MM	31
MM	65
MM	46
MM	68
MM	76
MM	82
MM	28
MM	94
MM	111
MM	23
MM	53
MM	54
MM	47
MM	96
MM	96
MM	10
MM	78
MM	85
MM	40
MM	73
MM	65
MM	75
MM	84
MM	96
MM	76
MM	97
MM	61
MM	14
MM	72
MM	102
MM	34
MM	10
MM	58
MM	67
MM	1
MM	87
MM	23
MM	67
MM	27
MM	58
MM	60
MM	118
MM	20
MM	4
MM	64
MM	6
MM	39
MM	35
MM	35
MM	21
MM	47
MM	101
MM	119
MM	107
MM	25
MM	49
MM	9
MM	62
MM	80
MM	22
MM	25
MM	91
MM	105
MM	58
MM	87
MM	101
MM	56
MM	44
MM	55
MM	54
MM	3
MM	78
MM	76
MM	82
MM	85
MM	27
MM	35
MM	2
MM	59
MM	25
MM	67
MM	33
MM	7
MM	0
MM	58
MM	106
MM	56
MM	36
MM	50
MM	64
MM	16
MM	22
MM	123
MM	42
MM	50
MM	38
MM	60
MM	104
MM	83
MM	27
MM	4
MM	122
MM	75
MM	56
MM	22
MM	77
MM	75
MM	27
MM	1
MM	114
MM	56
MM	122
MM	3
MM	124
MM	94
MM	41
MM	64
MM	71
MM	13
MM	55
MM	91
MM	52
MM	9
MM	37
MM	45
MM	41
MM	98
MM	56
MM	117
MM	59
MM	28
MM	99
MM	25
MM	53
MM	73
MM	10
MM	104
MM	69
MM	84
MM	86
MM	3
MM	57
MM	96
MM	4
MM	38
MM	0
MM	75
MM	81
MM	117
MM	106
MM	81
MM	4
MM	88
MM	124
MM	82
MM	84
MM	9
MM	25
MM	81
MM	26
MM	124
MM	22
MM	17
MM	58
MM	17
MM	104
MM	103
MM	30
MM	9
MM	58
MM	37
MM	99
MM	59
MM	79
MM	29
MM	123
MM	85
MM	57
MM	24
MM	3
MM	85
MM	91
MM	76
MM	33
MM	41
MM	15
MM	65
MM	1
MM	10
MM	19
MM	23
MM	56
MM	94
MM	39
MM	72
MM	37
MM	40
MM	38
MM	109
MM	6
MM	44
MM	73
MM	8
MM	73
MM	47
MM	89
MM	25
MM	23
MM	111
MM	124
MM	0
MM	123
MM	1
MM	83
MM	80
MM	93
MM	75
MM	32
MM	82
MM	102
MM	65
MM	122
MM	59
MM	11
MM	72
MM	93
MM	123
MM	1
MM	78
MM	62
MM	66
MM	90
MM	17
MM	87
MM	6
MM	93
MM	70
MM	110
MM	110
MM	124
MM	48
MM	81
MM	26
MM	54
MM	17
MM	75
MM	95
MM	17
MM	119
MM	33
MM	97
MM	24
MM	9
MM	54
MM	109
MM	110
MM	96
MM	97
MM	85
MM	116
MM	7
MM	18
MM	36
MM	49
MM	36
MM	4
MM	3
MM	6
MM	97
MM	122
MM	17
MM	18
MM	65
MM	58
MM	112
MM	6
MM	115
MM	67
MM	85
MM	11
MM	61
MM	41
MM	110
MM	106
MM	74
MM	105
MM	5
MM	119
MM	113
MM	79
MM	88
MM	87
MM	37
MM	47
MM	79
MM	91
MM	72
MM	27
MM	10
MM	86
MM	94
MM	85
MM	5
MM	90
MM	26
MM	74
MM	57
MM	9
MM	37
MM	57
MM	40
MM	85
MM	65
MM	113
MM	83
MM	60
MM	66
MM	44
MM	98
MM	61
MM	72
MM	0
MM	47
MM	122
MM	95
MM	83
MM	11
MM	57
MM	27
MM	17
MM	54
MM	90
MM	71
MM	113
MM	61
MM	52
MM	11
MM	77
MM	53
MM	33
MM	84
MM	53
MM	4
MM	85
MM	66
MM	12
MM	27
MM	26
MM	5
MM	83
MM	59
MM	121
MM	62
MM	7
MM	54
MM	72
MM	20
MM	89
MM	5
MM	124
MM	3
MM	84
MM	86
MM	102
MM	31
MM	53
MM	36
MM	5
MM	34
MM	18
MM	39
MM	56
MM	7
MM	52
MM	16
MM	12
MM	78
MM	72
MM	96
MM	47
MM	52
MM	9
MM	47
MM	41
MM	109
MM	46
MM	97
MM	34
MM	36
MM	31
MM	6
MM	58
MM	85
MM	87
MM	5
MM	5
MM	89
MM	115
MM	17
MM	102
MM	93
MM	21
MM	0
MM	98
MM	42
MM	23
MM	82
MM	60
MM	103
MM	113
MM	64
MM	9
MM	97
MM	103
MM	68
MM	123
MM	0
MM	41
MM	88
MM	12
MM	36
MM	12
MM	29
MM	50
MM	35
MM	84
MM	48
MM	39
MM	81
MM	113
MM	106
MM	97
MM	123
MM	29
MM	65
MM	106
MM	1
MM	102
MM	0
MM	1
MM	34
MM	34
MM	41
MM	44
MM	96
MM	114
MM	46
MM	12
MM	63
MM	111
MM	64
MM	87
MM	75
MM	27
MM	35
MM	58
MM	90
MM	121
MM	123
MM	110
MM	90
MM	42
MM	65
MM	5
MM	102
MM	81
MM	100
MM	30
MM	115
MM	115
MM	110
MM	61
MM	88
MM	79
MM	86
MM	119
MM	41
MM	24
MM	20
MM	121
MM	94
MM	51
MM	52
MM	81
MM	121
MM	15
MM	65
MM	86
MM	50
MM	66
MM	115
MM	112
MM	48
MM	7
MM	69
MM	11
MM	21
MM	21
MM	124
MM	5
MM	93
MM	75
MM	8
MM	26
MM	85
MM	33
MM	94
MM	58
MM	29
MM	2
MM	101
MM	74
MM	57
MM	124
MM	123
MM	1
MM	65
MM	20
MM	92
MM	90
MM	102
MM	4
MM	36
MM	59
MM	9
MM	37
MM	24
MM	9
MM	19
MM	86
MM	53
MM	99
MM	78
MM	39
MM	0
MM	37
MM	4
MM	86
MM	51
MM	7
MM	108
MM	92
MM	50
MM	54
MM	87
MM	119
MM	27
MM	23
MM	25
MM	28
MM	5
MM	7
MM	14
MM	8
MM	34
MM	69
MM	123
MM	77
MM	60
MM	81
MM	96
MM	122
MM	65
MM	80
MM	91
MM	32
MM	43
MM	109
MM	39
MM	32
MM	0
MM	104
MM	32
MM	123
MM	107
MM	31
MM	48
MM	2
MM	73
MM	72
MM	32
MM	69
MM	60
MM	35
MM	116
MM	88
MM	41
MM	59
MM	93
MM	121
MM	23
MM	32
MM	0
MM	55
MM	96
MM	117
MM	87
MM	107
MM	116
MM	49
MM	34
MM	100
MM	124
MM	9
MM	56
MM	53
MM	28
MM	40
MM	97
MM	41
MM	72
MM	23
MM	67
MM	35
MM	46
MM	83
MM	0
MM	26
MM	72
MM	121
MM	40
MM	23
MM	116
MM	1
MM	18
MM	29
MM	120
MM	2
MM	81
MM	46
MM	102
MM	44
MM	80
MM	11
MM	101
MM	114
MM	37
MM	40
MM	7
MM	54
MM	25
MM	86
MM	90
MM	60
MM	54
MM	40
MM	92
MM	47
MM	123
MM	80
MM	66
MM	4
MM	90
MM	55
MM	75
MM	35
MM	54
MM	78
MM	97
MM	8
MM	42
MM	15
MM	7
MM	9
MM	93
MM	57
MM	5
MM	38
MM	54
MM	18
MM	88
MM	69
MM	53
MM	54
MM	90
MM	2
MM	85
MM	48
MM	73
MM	51
MM	24
MM	76
MM	118
MM	49
MM	0
MM	114
MM	79
MM	73
MM	46
MM	61
MM	1
MM	102
MM	42
MM	12
MM	64
MM	17
MM	39
MM	76
MM	121
MM	38
MM	30
MM	11
MM	4
MM	50
MM	53
MM	10
MM	61
MM	10
MM	64
MM	44
MM	62
MM	56
MM	11
MM	32
MM	84
MM	59
MM	57
MM	116
MM	15
MM	38
MM	85
MM	44
MM	8
MM	105
MM	72
MM	124
MM	5
MM	64
MM	119
MM	106
MM	7
MM	52
MM	67
MM	47
MM	63
MM	5
MM	62
MM	64
MM	5
MM	76
MM	119
MM	83
MM	19
MM	70
MM	79
MM	71
MM	31
MM	74
MM	50
MM	115
MM	84
MM	82
MM	18
MM	74
MM	77
MM	69
MM	48
MM	69
MM	64
MM	61
MM	89
MM	33
MM	17
MM	1
MM	96
MM	67
MM	3
MM	1
MM	93
MM	94
MM	86
MM	98
MM	29
MM	9
MM	117
MM	96
MM	84
MM	91
MM	112
MM	58
MM	57
MM	1
MM	81
MM	0
MM	2
MM	21
MM	53
MM	117
MM	119
MM	54
MM	3
MM	59
MM	63
MM	35
MM	61
MM	59
MM	0
MM	38
MM	32
MM	35
MM	110
MM	62
MM	56
MM	71
MM	89
MM	45
MM	37
MM	33
MM	57
MM	106
MM	93
MM	69
MM	0
MM	9
MM	0
MM	25
MM	104
MM	34
MM	33
MM	52
MM	20
MM	53
MM	58
MM	60
MM	39
MM	44
MM	20
MM	100
MM	38
MM	22
MM	109
MM	50
MM	11
MM	18
MM	47
MM	112
MM	65
MM	39
MM	45
MM	3
MM	35
MM	49
MM	93
MM	116
MM	121
MM	114
MM	123
MM	61
MM	97
MM	70
MM	105
MM	124
MM	51
MM	67
MM	73
MM	42
MM	84
MM	93
MM	11
MM	7
MM	51
MM	114
MM	72
MM	56
MM	75
MM	79
MM	27
MM	33
MM	7
MM	52
MM	94
MM	108
MM	109
MM	43
MM	29
MM	108
MM	98
MM	19
MM	34
MM	39
MM	81
MM	73
MM	81
MM	101
MM	39
MM	60
MM	61
MM	73
MM	29
MM	8
MM	123
MM	29
MM	105
MM	17
MM	74
MM	72
MM	1
MM	28
MM	81
MM	39
MM	10
MM	87
MM	20
MM	39
MM	67
MM	46
MM	70
MM	119
MM	121
MM	85
MM	12
MM	30
MM	62
MM	75
MM	124
MM	1
MM	3
MM	0
MM	47
MM	37
MM	62
MM	87
MM	84
MM	93
MM	80
MM	54
MM	13
MM	114
MM	120
MM	67
MM	104
MM	17
MM	124
MM	92
MM	62
MM	123
MM	47
MM	75
MM	36
MM	24
MM	98
MM	27
MM	115
MM	52
MM	24
MM	3
MM	26
MM	34
MM	8
MM	105
MM	23
MM	33
MM	0
MM	46
MM	95
MM	104
MM	52
MM	90
MM	51
MM	72
MM	49
MM	111
MM	70
MM	106
MM	26
MM	5
MM	13
MM	1
MM	38
MM	63
MM	45
MM	87
MM	120
MM	31
MM	75
MM	86
MM	47
MM	40
MM	73
MM	105
MM	61
MM	96
MM	29
MM	124
MM	104
MM	112
MM	123
MM	97
MM	37
MM	90
MM	58
MM	40
MM	15
MM	2
MM	33
MM	95
MM	105
MM	54
MM	92
MM	81
MM	36
MM	13
MM	56
MM	88
MM	0
MM	78
MM	20
MM	32
MM	23
MM	60
MM	38
MM	64
MM	49
MM	32
MM	43
MM	43
MM	26
MM	95
MM	45
MM	94
MM	68
MM	47
MM	34
MM	88
MM	46
MM	72
MM	50
MM	43
MM	52
MM	33
MM	12
MM	8
MM	66
MM	19
MM	0
MM	40
MM	74
MM	119
MM	48
MM	23
MM	50
MM	68
MM	83
MM	43
MM	47
MM	87
MM	21
MM	4
MM	38
MM	27
MM	49
MM	94
MM	89
MM	31
MM	9
MM	91
MM	37
MM	7
MM	113
MM	43
MM	28
MM	123
MM	2
MM	121
MM	67
MM	81
MM	109
MM	100
MM	69
MM	122
MM	0
MM	40
MM	124
MM	3
MM	99
MM	13
MM	35
MM	80
MM	55
MM	118
MM	67
MM	33
MM	84
MM	14
MM	72
MM	22
MM	46
MM	33
MM	123
MM	34
MM	83
MM	45
MM	107
MM	111
MM	111
MM	100
MM	122
MM	3
MM	61
MM	123
MM	1
MM	58
MM	106
MM	103
MM	0
MM	29
MM	54
MM	105
MM	26
MM	9
MM	43
MM	75
MM	62
MM	6
MM	109
MM	88
MM	59
MM	33
MM	17
MM	100
MM	87
MM	96
MM	99
MM	103
MM	118
MM	110
MM	15
MM	113
MM	27
MM	94
MM	119
MM	121
MM	47
MM	45
MM	77
MM	124
MM	1
MM	67
MM	31
MM	0
MM	65
MM	12
MM	33
MM	50
MM	109
MM	51
MM	72
MM	48
MM	101
MM	70
MM	59
MM	76
MM	93
MM	35
MM	1
MM	94
MM	25
MM	53
MM	56
MM	51
MM	101
MM	60
MM	2
MM	63
MM	123
MM	66
MM	25
MM	9
MM	12
MM	44
MM	95
MM	47
MM	61
MM	102
MM	66
MM	102
MM	56
MM	15
MM	80
MM	10
MM	121
MM	112
MM	113
MM	35
MM	116
MM	85
MM	33
MM	7
MM	85
MM	2
MM	77
MM	118
MM	31
MM	8
MM	77
MM	57
MM	42
MM	20
MM	73
MM	57
MM	6
MM	107
MM	16
MM	123
MM	2
MM	1
MM	35
MM	11
MM	78
MM	61
MM	34
MM	49
MM	71
MM	3
MM	58
MM	23
MM	47
MM	11
MM	56
MM	55
MM	62
MM	39
MM	122
MM	14
MM	67
MM	17
MM	124
MM	109
MM	124
MM	1
MM	11
MM	88
MM	97
MM	27
MM	84
MM	63
MM	49
MM	122
MM	79
MM	70
MM	116
MM	46
MM	27
MM	25
MM	33
MM	28
MM	95
MM	69
MM	11
MM	67
MM	2
MM	51
MM	60
MM	12
MM	70
MM	50
MM	75
MM	28
MM	120
MM	93
MM	11
MM	57
MM	88
MM	93
MM	16
MM	7
MM	77
MM	0
MM	51
MM	70
MM	8
MM	118
MM	99
MM	15
MM	18
MM	50
MM	49
MM	12
MM	47
MM	66
MM	21
MM	84
MM	15
MM	63
MM	19
MM	78
MM	21
MM	91
MM	119
MM	117
MM	67
MM	74
MM	42
MM	53
MM	77
MM	45
MM	116
MM	63
MM	34
MM	1
MM	73
MM	49
MM	0
MM	30
MM	6
MM	1
MM	22
MM	38
MM	2
MM	108
MM	123
MM	0
MM	80
MM	56
MM	75
MM	32
MM	82
MM	62
MM	28
MM	7
MM	89
MM	22
MM	19
MM	92
MM	15
MM	57
MM	15
MM	102
MM	55
MM	13
MM	77
MM	98
MM	124
MM	67
MM	34
MM	4
MM	61
MM	66
MM	1
MM	44
MM	95
MM	120
MM	65
MM	106
MM	119
MM	79
MM	60
MM	15
MM	2
MM	120
MM	22
MM	78
MM	69
MM	74
MM	77
MM	41
MM	117
MM	119
MM	84
MM	47
MM	83
MM	26
MM	29
MM	15
MM	66
MM	24
MM	28
MM	36
MM	70
MM	117
MM	96
MM	71
MM	49
MM	41
MM	33
MM	14
MM	55
MM	67
MM	51
MM	53
MM	11
MM	106
MM	13
MM	5
MM	46
MM	91
MM	48
MM	52
MM	102
MM	67
MM	37
MM	61
MM	44
MM	38
MM	93
MM	78
MM	65
MM	11
MM	34
MM	26
MM	70
MM	11
MM	1
MM	120
MM	99
MM	56
MM	92
MM	13
MM	124
MM	94
MM	58
MM	58
MM	62
MM	97
MM	98
MM	108
MM	60
MM	46
MM	66
MM	105
MM	124
MM	8
MM	93
MM	81
MM	2
MM	93
MM	30
MM	96
MM	76
MM	116
MM	18
MM	25
MM	27
MM	41
MM	68
MM	92
MM	83
MM	89
MM	25
MM	3
MM	108
MM	110
MM	49
MM	108
MM	62
MM	98
MM	78
MM	21
MM	110
MM	66
MM	90
MM	67
MM	60
MM	0
MM	84
MM	87
MM	50
MM	119
MM	41
MM	57
MM	41
MM	13
MM	105
MM	24
MM	60
MM	69
MM	82
MM	35
MM	8
MM	86
MM	86
MM	103
MM	69
MM	115
MM	8
MM	47
MM	25
MM	107
MM	18
MM	52
MM	57
MM	25
MM	10
MM	96
MM	42
MM	7
MM	16
MM	44
MM	107
MM	103
MM	3
MM	24
MM	4
MM	84
MM	61
MM	44
MM	48
MM	4
MM	124
MM	95
MM	124
MM	0
MM	109
MM	106
MM	12
MM	80
MM	79
MM	42
MM	80
MM	100
MM	71
MM	116
MM	10
MM	35
MM	72
MM	17
MM	0
MM	48
MM	14
MM	105
MM	79
MM	105
MM	103
MM	34
MM	41
MM	0
MM	27
MM	8
MM	9
MM	57
MM	54
MM	124
MM	21
MM	1
MM	36
MM	4
MM	6
MM	9
MM	109
MM	57
MM	95
MM	22
MM	19
MM	23
MM	117
MM	73
MM	85
MM	18
MM	39
MM	97
MM	117
MM	84
MM	55
MM	33
MM	39
MM	22
MM	7
MM	59
MM	70
MM	14
MM	12
MM	28
MM	23
MM	107
MM	52
MM	81
MM	75
MM	50
MM	110
MM	16
MM	85
MM	19
MM	27
MM	7
MM	122
MM	41
MM	6
MM	109
MM	51
MM	73
MM	121
MM	117
MM	124
MM	28
MM	20
MM	87
MM	23
MM	1
MM	10
MM	36
MM	35
MM	67
MM	68
MM	34
MM	85
MM	43
MM	25
MM	120
MM	33
MM	7
MM	57
MM	79
MM	62
MM	43
MM	41
MM	22
MM	2
MM	31
MM	10
MM	31
MM	4
MM	70
MM	16
MM	124
MM	31
MM	101
MM	124
MM	2
MM	82
MM	55
MM	80
MM	113
MM	64
MM	6
MM	28
MM	86
MM	15
MM	53
MM	12
MM	72
MM	21
MM	4
MM	109
MM	49
MM	119
MM	116
MM	44
MM	115
MM	66
MM	33
MM	108
MM	46
MM	14
MM	15
MM	20
MM	19
MM	117
MM	29
MM	19
MM	16
MM	21
MM	17
MM	25
MM	68
MM	74
MM	41
MM	116
MM	118
MM	74
MM	84
MM	61
MM	19
MM	62
MM	27
MM	1
MM	38
MM	6
MM	29
MM	22
MM	16
MM	6
MM	79
MM	28
MM	44
MM	28
MM	123
MM	0
MM	62
MM	10
MM	80
MM	124
MM	54
MM	70
MM	85
MM	89
MM	121
MM	0
MM	0
MM	89
MM	110
MM	100
MM	47
MM	94
MM	36
MM	0
MM	116
MM	37
MM	74
MM	62
MM	95
MM	41
MM	41
MM	8
MM	82
MM	32
MM	6
MM	47
MM	55
MM	23
MM	47
MM	14
MM	13
MM	24
MM	112
MM	57
MM	103
MM	55
MM	84
MM	97
MM	70
MM	21
MM	93
MM	110
MM	118
MM	38
MM	26
MM	36
MM	49
MM	103
MM	24
MM	31
MM	50
MM	2
MM	23
MM	45
MM	106
MM	2
MM	67
MM	28
MM	38
MM	106
MM	68
MM	75
MM	33
MM	93
MM	115
MM	70
MM	37
MM	105
MM	50
MM	44
MM	74
MM	62
MM	119
MM	48
MM	35
MM	46
MM	75
MM	96
MM	73
MM	13
MM	27
MM	3
MM	106
MM	77
MM	84
MM	17
MM	66
MM	22
MM	124
MM	69
MM	114
MM	12
MM	20
MM	27
MM	51
MM	62
MM	11
MM	69
MM	23
MM	122
MM	51
MM	58
MM	123
MM	31
MM	66
MM	50
MM	26
MM	38
MM	1
MM	48
MM	52
MM	117
MM	81
MM	117
MM	73
MM	54
MM	106
MM	89
MM	66
MM	108
MM	73
MM	78
MM	99
MM	85
MM	107
MM	10
MM	109
MM	67
MM	3
MM	90
MM	118
MM	87
MM	41
MM	77
MM	83
MM	4
MM	41
MM	60
MM	109
MM	93
MM	42
MM	101
MM	69
MM	76
MM	38
MM	22
MM	39
MM	103
MM	33
MM	20
MM	16
MM	124
MM	42
MM	42
MM	106
MM	118
MM	57
MM	73
MM	62
MM	40
MM	69
MM	11
MM	76
MM	35
MM	36
MM	90
MM	41
MM	43
MM	53
MM	3
MM	117
MM	57
MM	121
MM	110
MM	86
MM	0
MM	6
MM	49
MM	3
MM	10
MM	0
MM	41
MM	76
MM	82
MM	41
MM	26
MM	95
MM	32
MM	109
MM	13
MM	48
MM	20
MM	38
MM	49
MM	0
MM	112
MM	32
MM	11
MM	2
MM	25
MM	13
MM	42
MM	10
MM	32
MM	86
MM	124
MM	2
MM	93
MM	50
MM	113
MM	13
MM	95
MM	80
MM	103
MM	3
MM	116
MM	13
MM	124
MM	0
MM	39
MM	109
MM	17
MM	75
MM	98
MM	53
MM	106
MM	96
MM	41
MM	67
MM	116
MM	52
MM	40
MM	22
MM	118
MM	44
MM	34
MM	120
MM	9
MM	72
MM	88
MM	10
MM	70
MM	37
MM	12
MM	100
MM	32
MM	124
MM	106
MM	39
MM	124
MM	121
MM	60
MM	18
MM	116
MM	3
MM	47
MM	66
MM	118
MM	83
MM	102
MM	122
MM	124
MM	19
MM	30
MM	36
MM	54
MM	96
MM	86
MM	50
MM	44
MM	3
MM	65
MM	6
MM	13
MM	0
MM	33
MM	5
MM	64
MM	62
MM	99
MM	35
MM	10
MM	55
MM	107
MM	112
MM	110
MM	104
MM	7
MM	90
MM	7
MM	108
MM	117
MM	64
MM	46
MM	25
MM	7
MM	22
MM	31
MM	11
MM	47
MM	66
MM	9
MM	77
MM	88
MM	103
MM	0
MM	60
MM	110
MM	32
MM	111
MM	74
MM	4
MM	2
MM	21
MM	52
MM	123
MM	3
MM	27
MM	109
MM	6
MM	34
MM	3
MM	68
MM	43
MM	78
MM	91
MM	70
MM	72
MM	98
MM	57
MM	82
MM	77
MM	55
MM	46
MM	11
MM	117
MM	120
MM	3
MM	67
MM	28
MM	115
MM	85
MM	85
MM	70
MM	96
MM	105
MM	111
MM	79
MM	57
MM	33
MM	21
MM	103
MM	83
MM	32
MM	77
MM	27
MM	106
MM	88
MM	121
MM	1
MM	124
MM	0
MM	64
MM	110
MM	37
MM	57
MM	38
MM	1
MM	44
MM	88
MM	87
MM	1
MM	1
MM	61
MM	90
MM	68
MM	46
MM	75
MM	25
MM	43
MM	92
MM	21
MM	44
MM	61
MM	110
MM	42
MM	26
MM	23
MM	66
MM	20
MM	119
MM	91
MM	8
MM	50
MM	74
MM	72
MM	85
MM	76
MM	68
MM	32
MM	51
MM	15
MM	51
MM	92
MM	122
MM	24
MM	51
MM	51
MM	26
MM	1
MM	9
MM	64
MM	65
MM	16
MM	25
MM	20
MM	14
MM	35
MM	14
MM	11
MM	92
MM	89
MM	59
MM	33
MM	20
MM	116
MM	122
MM	3
MM	22
MM	124
MM	80
MM	87
MM	92
MM	14
MM	87
MM	40
MM	76
MM	19
MM	3
MM	5
MM	80
MM	1
MM	101
MM	56
MM	7
MM	102
MM	101
MM	83
MM	75
MM	36
MM	32
MM	70
MM	74
MM	99
MM	118
MM	84
MM	92
MM	110
MM	21
MM	54
MM	17
MM	47
MM	35
MM	95
MM	80
MM	100
MM	107
MM	78
MM	90
MM	39
MM	120
MM	59
MM	65
MM	6
MM	5
MM	6
MM	96
MM	31
MM	118
MM	104
MM	38
MM	50
MM	99
MM	33
MM	65
MM	48
MM	26
MM	16
MM	113
MM	109
MM	116
MM	98
MM	55
MM	123
MM	13
MM	61
MM	29
MM	53
MM	14
MM	103
MM	46
MM	73
MM	45
MM	86
MM	41
MM	42
MM	66
MM	88
MM	58
MM	71
MM	71
MM	93
MM	120
MM	52
MM	100
MM	10
MM	44
MM	44
MM	111
MM	108
MM	67
MM	55
MM	55
MM	81
MM	22
MM	79
MM	5
MM	32
MM	85
MM	40
MM	32
MM	18
MM	62
MM	64
MM	9
MM	29
MM	108
MM	69
MM	87
MM	111
MM	66
MM	109
MM	91
MM	41
MM	107
MM	56
MM	123
MM	42
MM	112
MM	115
MM	65
MM	100
MM	89
MM	16
MM	37
MM	88
MM	38
MM	122
MM	48
MM	29
MM	53
MM	11
MM	94
MM	101
MM	34
MM	51
MM	88
MM	38
MM	0
MM	28
MM	89
MM	52
MM	23
MM	1
MM	109
MM	122
MM	28
MM	24
MM	115
MM	11
MM	37
MM	9
MM	58
MM	0
MM	52
MM	22
MM	94
MM	115
MM	73
MM	4
MM	0
MM	107
MM	40
MM	37
MM	91
MM	49
MM	79
MM	101
MM	58
MM	19
MM	7
MM	4
MM	17
MM	37
MM	29
MM	106
MM	24
MM	2
MM	102
MM	75
MM	13
MM	53
MM	58
MM	26
MM	58
MM	15
MM	24
MM	55
MM	21
MM	41
MM	76
MM	34
MM	32
MM	1
MM	3
MM	120
MM	82
MM	61
MM	10
MM	1
MM	47
MM	44
MM	57
MM	110
MM	23
MM	89
